Invoice,Field,Extracted,Ground Truth,Match
FR_invoice_img_synth_058,tva_percentage,20,20,YES
FR_invoice_img_synth_058,tva_amount,19812.44,19812.44,YES
FR_invoice_img_synth_058,total_amount,118874.65,118874.65,YES
FR_invoice_img_synth_058,payment_status,PAID,PAID,YES
FR_invoice_img_synth_058,solde_du,0.00,,NO
FR_invoice_img_synth_059,supplier_name,Lebrun SA,Lebrun SA,YES
FR_invoice_img_synth_059,invoice_number,Facture,FAC-2024-3398,NO
FR_invoice_img_synth_059,invoice_date,23/05/2024,23/05/2024,YES
FR_invoice_img_synth_059,siret,91890763201415,91890763201415,YES
FR_invoice_img_synth_059,echeance,11/12/2025,11/12/2025,YES
FR_invoice_img_synth_059,invoice_content,"[{'description': 'Hébergement web', 'quantity': '', 'unit_price': ''}, {'description': 'Fourniture de matériel', 'quantity': '', 'unit_price': ''}, {'description': 'Statut : Non payé', 'quantity': '', 'unit_price': ''}, {'description': 'Solde dû : €', 'quantity': '17', 'unit_price': '270.33'}, {'description': 'FACTURE', 'quantity': '', 'unit_price': ''}, {'description': 'N° Facture : FAC--', 'quantity': '2024', 'unit_price': '3398'}, {'description': 'Date : //', 'quantity': '05', 'unit_price': '2024'}, {'description': 'Échéance : //', 'quantity': '12', 'unit_price': '2025'}, {'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': '€ €', 'quantity': '12', 'unit_price': '068.20'}, {'description': '€ €', 'quantity': '4', 'unit_price': '301.78'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Hébergement web; Fourniture de matériel,NO
FR_invoice_img_synth_059,tva_percentage,55,5.5,NO
FR_invoice_img_synth_059,tva_amount,,900.35,NO
FR_invoice_img_synth_059,total_amount,17270.33,17270.33,YES
FR_invoice_img_synth_059,payment_status,PAID,UNPAID,NO
FR_invoice_img_synth_059,solde_du,17270.33,17270.33,YES
FR_invoice_img_synth_060,supplier_name,Riou SASU,Riou SASU,YES
FR_invoice_img_synth_060,invoice_number,Facture,F-2024-7818,NO
FR_invoice_img_synth_060,invoice_date,11/10/2024,11/10/2024,YES
FR_invoice_img_synth_060,siret,02179177276266,02179177276266,YES
FR_invoice_img_synth_060,echeance,17/11/2024,17/11/2024,YES
FR_invoice_img_synth_060,invoice_content,"[{'description': 'Création graphique', 'quantity': '', 'unit_price': ''}, {'description': 'Création graphique', 'quantity': '', 'unit_price': ''}, {'description': 'Statut : Payé', 'quantity': '', 'unit_price': ''}, {'description': 'Solde dû : €', 'quantity': '', 'unit_price': '0.00'}, {'description': 'FACTURE', 'quantity': '', 'unit_price': ''}, {'description': 'N° Facture : F--', 'quantity': '2024', 'unit_price': '7818'}, {'description': 'Date facture : //', 'quantity': '10', 'unit_price': '2024'}, {'description': 'Échéance : //', 'quantity': '11', 'unit_price': '2024'}, {'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': '€ €', 'quantity': '4', 'unit_price': '681.38'}, {'description': '€ €', 'quantity': '1', 'unit_price': '682.07'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Création graphique; Création graphique,NO
FR_invoice_img_synth_060,tva_percentage,20,20,YES
FR_invoice_img_synth_060,tva_amount,1272.69,1272.69,YES
FR_invoice_img_synth_060,total_amount,7636.14,7636.14,YES
FR_invoice_img_synth_060,payment_status,PAID,PAID,YES
FR_invoice_img_synth_060,solde_du,0.00,,NO
FR_invoice_img_synth_061,supplier_name,Nguyen EURL,Nguyen EURL,YES
FR_invoice_img_synth_061,invoice_number,Facture,F-2024-6029,NO
FR_invoice_img_synth_061,invoice_date,25/06/2024,25/06/2024,YES
FR_invoice_img_synth_061,siret,08489255107227,08489255107227,YES
FR_invoice_img_synth_061,echeance,26/09/2025,26/09/2025,YES
FR_invoice_img_synth_061,invoice_content,"[{'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': 'Formation professionnelle € €', 'quantity': '1', 'unit_price': '183.83'}, {'description': 'Fourniture de matériel € €', 'quantity': '26', 'unit_price': '163.00'}, {'description': 'Maintenance annuelle € €', 'quantity': '11', 'unit_price': '850.70'}, {'description': 'Création graphique € €', 'quantity': '15', 'unit_price': '454.60'}, {'description': 'Installation réseau € €', 'quantity': '17', 'unit_price': '816.61'}, {'description': 'Installation réseau € €', 'quantity': '35', 'unit_price': '439.84'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Formation professionnelle; Fourniture de matériel; Maintenance annuelle; Création graphique; Installation réseau; Installation réseau,YES
FR_invoice_img_synth_061,tva_percentage,10,10,YES
FR_invoice_img_synth_061,tva_amount,10790.86,10790.86,YES
FR_invoice_img_synth_061,total_amount,118699.44,118699.44,YES
FR_invoice_img_synth_061,payment_status,PAID,UNPAID,NO
FR_invoice_img_synth_061,solde_du,118699.44,118699.44,YES
FR_invoice_img_synth_062,supplier_name,Hamon SA,Hamon SA,YES
FR_invoice_img_synth_062,invoice_number,FAC-2025-5833,FAC-2025-5833,YES
FR_invoice_img_synth_062,invoice_date,11/06/2025,11/06/2025,YES
FR_invoice_img_synth_062,siret,94078299315453,94078299315453,YES
FR_invoice_img_synth_062,echeance,25/12/2025,25/12/2025,YES
FR_invoice_img_synth_062,invoice_content,"[{'description': 'Maintenance annuelle', 'quantity': '', 'unit_price': ''}, {'description': 'Fourniture de matériel', 'quantity': '', 'unit_price': ''}, {'description': 'Statut : Payé', 'quantity': '', 'unit_price': ''}, {'description': 'Solde dû : €', 'quantity': '', 'unit_price': '0.00'}, {'description': 'FACTURE', 'quantity': '', 'unit_price': ''}, {'description': 'Facture N° : FAC--', 'quantity': '2025', 'unit_price': '5833'}, {'description': 'Date facture : //', 'quantity': '06', 'unit_price': '2025'}, {'description': 'Date limite de paiement : //', 'quantity': '12', 'unit_price': '2025'}, {'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': '€ €', 'quantity': '1', 'unit_price': '561.12'}, {'description': '€ €', 'quantity': '14', 'unit_price': '725.06'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Maintenance annuelle; Fourniture de matériel,NO
FR_invoice_img_synth_062,tva_percentage,20,20,YES
FR_invoice_img_synth_062,tva_amount,8257.24,3257.24,NO
FR_invoice_img_synth_062,total_amount,19543.42,19543.42,YES
FR_invoice_img_synth_062,payment_status,PAID,PAID,YES
FR_invoice_img_synth_062,solde_du,0.00,,NO
FR_invoice_img_synth_063,supplier_name,Maillet SASU,Maillet SASU,YES
FR_invoice_img_synth_063,invoice_number,,F-2025-8376,NO
FR_invoice_img_synth_063,invoice_date,09/02/2025,09/02/2025,YES
FR_invoice_img_synth_063,siret,57356973676189,57356973676189,YES
FR_invoice_img_synth_063,echeance,03/11/2025,03/11/2025,YES
FR_invoice_img_synth_063,invoice_content,"[{'description': 'Installation réseau', 'quantity': '', 'unit_price': ''}, {'description': 'Transport de marchandises', 'quantity': '', 'unit_price': ''}, {'description': 'Transport de marchandises', 'quantity': '', 'unit_price': ''}, {'description': 'Rédaction de contenu', 'quantity': '', 'unit_price': ''}, {'description': 'Statut : Payé', 'quantity': '', 'unit_price': ''}, {'description': 'Solde dû : €', 'quantity': '', 'unit_price': '0.00'}, {'description': 'FACTURE', 'quantity': '', 'unit_price': ''}, {'description': 'Numéro de facture : F--', 'quantity': '2025', 'unit_price': '8376'}, {'description': 'Date : //', 'quantity': '02', 'unit_price': '2025'}, {'description': 'Échéance : //', 'quantity': '11', 'unit_price': '2025'}, {'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': '€ €', 'quantity': '8', 'unit_price': '035.20'}, {'description': '€ €', 'quantity': '59,73', 'unit_price': '597.80'}, {'description': '€ €', 'quantity': '118,65', 'unit_price': '593.25'}, {'description': '€ €', 'quantity': '80', 'unit_price': '072.68'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Installation réseau; Transport de marchandises; Transport de marchandises; Rédaction de contenu,NO
FR_invoice_img_synth_063,tva_percentage,20,20,YES
FR_invoice_img_synth_063,tva_amount,7859.69,7859.69,YES
FR_invoice_img_synth_063,total_amount,47158.12,47158.12,YES
FR_invoice_img_synth_063,payment_status,PAID,PAID,YES
FR_invoice_img_synth_063,solde_du,0.00,,NO
FR_invoice_img_synth_064,supplier_name,Gauthier SARL,Gauthier SARL,YES
FR_invoice_img_synth_064,invoice_number,,F-2025-7629,NO
FR_invoice_img_synth_064,invoice_date,13/03/2025,13/03/2025,YES
FR_invoice_img_synth_064,siret,40471643364216,40471643364216,YES
FR_invoice_img_synth_064,echeance,14/10/2025,14/10/2025,YES
FR_invoice_img_synth_064,invoice_content,"[{'description': 'Développement logiciel', 'quantity': '', 'unit_price': ''}, {'description': 'Fourniture de matériel', 'quantity': '', 'unit_price': ''}, {'description': 'Formation professionnelle', 'quantity': '', 'unit_price': ''}, {'description': 'Licence logicielle', 'quantity': '', 'unit_price': ''}, {'description': 'Statut : Non payé', 'quantity': '', 'unit_price': ''}, {'description': 'Solde dû : €', 'quantity': '43', 'unit_price': '165.94'}, {'description': 'FACTURE', 'quantity': '', 'unit_price': ''}, {'description': 'Numéro de facture : F--', 'quantity': '2025', 'unit_price': '7629'}, {'description': 'Date facture : //', 'quantity': '03', 'unit_price': '2025'}, {'description': 'Date limite de paiement : //', 'quantity': '10', 'unit_price': '2025'}, {'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': '€ €', 'quantity': '2', 'unit_price': '290.52'}, {'description': '€ €', 'quantity': '21', 'unit_price': '194.40'}, {'description': '€ €', 'quantity': '61,14', 'unit_price': '489.12'}, {'description': '€ €', 'quantity': '16', 'unit_price': '941.54'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Développement logiciel; Fourniture de matériel; Formation professionnelle; Licence logicielle,NO
FR_invoice_img_synth_064,tva_percentage,5,5.5,NO
FR_invoice_img_synth_064,tva_amount,,2250.36,NO
FR_invoice_img_synth_064,total_amount,43165.94,43165.94,YES
FR_invoice_img_synth_064,payment_status,PAID,UNPAID,NO
FR_invoice_img_synth_064,solde_du,43165.94,43165.94,YES
FR_invoice_img_synth_065,supplier_name,Regnier SCI,Regnier SCI,YES
FR_invoice_img_synth_065,invoice_number,Facture,F-2025-4044,NO
FR_invoice_img_synth_065,invoice_date,28/05/2025,28/05/2025,YES
FR_invoice_img_synth_065,siret,29927965977692,29927965977692,YES
FR_invoice_img_synth_065,echeance,06/07/2025,06/07/2025,YES
FR_invoice_img_synth_065,invoice_content,"[{'description': 'Transport de marchandises', 'quantity': '', 'unit_price': ''}, {'description': 'Développement logiciel', 'quantity': '', 'unit_price': ''}, {'description': 'Statut : Non payé', 'quantity': '', 'unit_price': ''}, {'description': 'Solde dû : €', 'quantity': '38', 'unit_price': '696.51'}, {'description': 'FACTURE', 'quantity': '', 'unit_price': ''}, {'description': 'N° Facture : F--', 'quantity': '2025', 'unit_price': '4044'}, {'description': 'Date : //', 'quantity': '05', 'unit_price': '2025'}, {'description': 'Date limite de paiement : //', 'quantity': '07', 'unit_price': '2025'}, {'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': '€ €', 'quantity': '13,25', 'unit_price': '463.75'}, {'description': '€ €', 'quantity': '30', 'unit_price': '169.44'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Transport de marchandises; Développement logiciel,NO
FR_invoice_img_synth_065,tva_percentage,10,10,YES
FR_invoice_img_synth_065,tva_amount,8063.32,3063.32,NO
FR_invoice_img_synth_065,total_amount,33696.51,33696.51,YES
FR_invoice_img_synth_065,payment_status,PAID,UNPAID,NO
FR_invoice_img_synth_065,solde_du,38696.51,33696.51,NO
FR_invoice_img_synth_066,supplier_name,Teixeira EURL FACTURE,Teixeira EURL,YES
FR_invoice_img_synth_066,invoice_number,FC-2026-5996,FC-2026-5996,YES
FR_invoice_img_synth_066,invoice_date,04/04/2026,04/04/2026,YES
FR_invoice_img_synth_066,siret,12636555123548,12636555123548,YES
FR_invoice_img_synth_066,echeance,26/05/2026,26/05/2026,YES
FR_invoice_img_synth_066,invoice_content,"[{'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': '————_—————_—_—_—', 'quantity': '', 'unit_price': ''}, {'description': 'Prestation de conseil € €', 'quantity': '32', 'unit_price': '918.40'}, {'description': 'Support technique € €', 'quantity': '270,80', 'unit_price': '812.40'}, {'description': 'Création graphique € €', 'quantity': '31', 'unit_price': '545.00'}, {'description': 'Support technique € €', 'quantity': '21', 'unit_price': '329.60'}, {'description': 'Transport de marchandises € €', 'quantity': '3', 'unit_price': '443.88'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Prestation de conseil; Support technique; Création graphique; Support technique; Transport de marchandises,YES
FR_invoice_img_synth_066,tva_percentage,20,20,YES
FR_invoice_img_synth_066,tva_amount,18009.86,18009.86,YES
FR_invoice_img_synth_066,total_amount,108059.14,108059.14,YES
FR_invoice_img_synth_066,payment_status,PAID,UNPAID,NO
FR_invoice_img_synth_066,solde_du,108059.14,108059.14,YES
FR_invoice_img_synth_067,supplier_name,Reynaud EURL,Reynaud EURL,YES
FR_invoice_img_synth_067,invoice_number,FAC-2025-4860,FAC-2025-4860,YES
FR_invoice_img_synth_067,invoice_date,14/06/2025,14/06/2025,YES
FR_invoice_img_synth_067,siret,91937553250969,91937553250969,YES
FR_invoice_img_synth_067,echeance,04/08/2025,04/08/2025,YES
FR_invoice_img_synth_067,invoice_content,"[{'description': 'Rédaction de contenu', 'quantity': '', 'unit_price': ''}, {'description': 'Formation professionnelle', 'quantity': '', 'unit_price': ''}, {'description': 'Hébergement web', 'quantity': '', 'unit_price': ''}, {'description': 'Statut : Non payé', 'quantity': '', 'unit_price': ''}, {'description': 'Solde dû : €', 'quantity': '23', 'unit_price': '619.00'}, {'description': 'FACTURE', 'quantity': '', 'unit_price': ''}, {'description': 'Facture N° : FAC--', 'quantity': '2025', 'unit_price': '4860'}, {'description': 'Date : //', 'quantity': '06', 'unit_price': '2025'}, {'description': ""Date d'échéance : //"", 'quantity': '08', 'unit_price': '2025'}, {'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': '€ €', 'quantity': '12', 'unit_price': '708.50'}, {'description': '€ €', 'quantity': '6', 'unit_price': '379.68'}, {'description': '€ €', 'quantity': '34,96', 'unit_price': '594.32'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Rédaction de contenu; Formation professionnelle; Hébergement web,NO
FR_invoice_img_synth_067,tva_percentage,20,20,YES
FR_invoice_img_synth_067,tva_amount,8936.50,3936.50,NO
FR_invoice_img_synth_067,total_amount,23619.00,23619.00,YES
FR_invoice_img_synth_067,payment_status,PAID,UNPAID,NO
FR_invoice_img_synth_067,solde_du,23619.00,23619.00,YES
FR_invoice_img_synth_068,supplier_name,Aubert SAS,Aubert SAS,YES
FR_invoice_img_synth_068,invoice_number,FC-2025-7216,FC-2025-7216,YES
FR_invoice_img_synth_068,invoice_date,12/07/2025,12/07/2025,YES
FR_invoice_img_synth_068,siret,80744017202781,80744017202781,YES
FR_invoice_img_synth_068,echeance,15/08/2025,15/08/2025,YES
FR_invoice_img_synth_068,invoice_content,"[{'description': 'Maintenance annuelle', 'quantity': '', 'unit_price': ''}, {'description': 'Formation professionnelle', 'quantity': '', 'unit_price': ''}, {'description': 'Prestation de conseil', 'quantity': '', 'unit_price': ''}, {'description': 'Installation réseau', 'quantity': '', 'unit_price': ''}, {'description': 'Statut : Payé', 'quantity': '', 'unit_price': ''}, {'description': 'Solde dû : €', 'quantity': '', 'unit_price': '0.00'}, {'description': 'FACTURE', 'quantity': '', 'unit_price': ''}, {'description': 'Facture N° : FC--', 'quantity': '2025', 'unit_price': '7216'}, {'description': 'Date : //', 'quantity': '07', 'unit_price': '2025'}, {'description': ""Date d'échéance : //"", 'quantity': '08', 'unit_price': '2025'}, {'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': '€ €', 'quantity': '114,51', 'unit_price': '687.06'}, {'description': '€ €', 'quantity': '9', 'unit_price': '734.40'}, {'description': '€ €', 'quantity': '15', 'unit_price': '625.47'}, {'description': '€ €', 'quantity': '8', 'unit_price': '037.54'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Maintenance annuelle; Formation professionnelle; Prestation de conseil; Installation réseau,NO
FR_invoice_img_synth_068,tva_percentage,20,20,YES
FR_invoice_img_synth_068,tva_amount,6816.89,6816.89,YES
FR_invoice_img_synth_068,total_amount,40901.36,40901.36,YES
FR_invoice_img_synth_068,payment_status,PAID,PAID,YES
FR_invoice_img_synth_068,solde_du,0.00,,NO
FR_invoice_img_synth_069,supplier_name,Fabre SAS,Fabre SAS,YES
FR_invoice_img_synth_069,invoice_number,Facture,F-2025-1134,NO
FR_invoice_img_synth_069,invoice_date,15/02/2025,15/02/2025,YES
FR_invoice_img_synth_069,siret,53237419467791,53237419467791,YES
FR_invoice_img_synth_069,echeance,20/10/2025,20/10/2025,YES
FR_invoice_img_synth_069,invoice_content,"[{'description': 'Transport de marchandises', 'quantity': '', 'unit_price': ''}, {'description': 'Installation réseau', 'quantity': '', 'unit_price': ''}, {'description': 'Prestation de conseil', 'quantity': '', 'unit_price': ''}, {'description': 'Statut : Non payé', 'quantity': '', 'unit_price': ''}, {'description': 'Solde dû : €', 'quantity': '13', 'unit_price': '868.65'}, {'description': 'FACTURE', 'quantity': '', 'unit_price': ''}, {'description': 'N° Facture : F--', 'quantity': '2025', 'unit_price': '1134'}, {'description': 'Date : //', 'quantity': '02', 'unit_price': '2025'}, {'description': 'Échéance : //', 'quantity': '10', 'unit_price': '2025'}, {'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': '€ €', 'quantity': '5', 'unit_price': '655.78'}, {'description': '€ €', 'quantity': '1', 'unit_price': '832.75'}, {'description': '€ €', 'quantity': '4', 'unit_price': '068.68'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Transport de marchandises; Installation réseau; Prestation de conseil,NO
FR_invoice_img_synth_069,tva_percentage,20,20,YES
FR_invoice_img_synth_069,tva_amount,2311.44,2311.44,YES
FR_invoice_img_synth_069,total_amount,13868.65,13868.65,YES
FR_invoice_img_synth_069,payment_status,PAID,UNPAID,NO
FR_invoice_img_synth_069,solde_du,13868.65,13868.65,YES
FR_invoice_real_001,supplier_name,Ban Ron tour - Prison,Burger King,NO
FR_invoice_real_001,invoice_date,,21/05/2026,NO
FR_invoice_real_001,siret,39197623900902,,NO
FR_invoice_real_001,invoice_content,"[{'description': 'PU TOTAL T', 'quantity': '', 'unit_price': '.'}, {'description': 'DR UE DA APOAAAS On LiS CE ROLL Dre GE-SELANTS + SRE LA U dé RL RS SRE LEO D RRR LS DO DES VE SERA CRE RRs OA CE RRERS an EE PQ QE ONE DD', 'quantity': '020', 'unit_price': '.'}, {'description': 'Chocolat chaud |', 'quantity': '3,10', 'unit_price': '93.10'}, {'description': 'Muffin Chocolat |', 'quantity': '2,95', 'unit_price': '2.95'}, {'description': 'MU Whopper', 'quantity': '11,70', 'unit_price': '11.70'}, {'description': 'Hopper |', 'quantity': '', 'unit_price': '1'}, {'description': '() Onion Rings |', 'quantity': '1', 'unit_price': '6'}, {'description': 'Sauce |', 'quantity': '0,90', 'unit_price': '0.50'}, {'description': '| Produit offert', 'quantity': '', 'unit_price': '0.50'}, {'description': 'c] Coca-Cola', 'quantity': '1', 'unit_price': '40'}, {'description': '() Tenders', 'quantity': '9,95', 'unit_price': '1'}, {'description': 'Î Sauce Moutarde Mig', 'quantity': '0,50', 'unit_price': '1'}, {'description': 'Produit offert', 'quantity': '1', 'unit_price': '0400'}, {'description': 'RCI RC ICIOICIOCIO ES SEE SEC CAPE I DEICEIESIOIERIOEICIEENOEIE EEE ISCIOCIEPICIRPCSECICSECSC CIE SCICIC CIE JOPRESECIE ES JE ASE EE SEICAESE JO SOC ICESESESOCIOOEROEECISSONOIOCRSOESOCICIE', 'quantity': '', 'unit_price': ''}, {'description': 'LDC DD DE DCS DE DES DE DE DE OR DC DE DES ECS DE EDS OO OO DOC CCE OSEO DE IC DÉDC DS ICE DE SEE SEE SEE CD DOOC)DJOO SO SCOOOODOOOODODOOOOOOOOOOOOEOOEOEEN', 'quantity': '', 'unit_price': ''}, {'description': 'OORICRCNON ARC DOS DE UC A CAE DE RO DEC EE DE DE CRCJE EDSODEODE  ÉORO CDS DE DES HO JE DCE EEE OC ODEOEEOCRCOIO BE ROORDOCCIQRCOIRIEC ONCE', 'quantity': '', 'unit_price': ''}, {'description': 'DO EDEN) OSOOOMODOOONOODORIOESOOONSONODORODONS OONONDONOOONROONDONSOCOSONONNONPOONOISOONODOONNONOONONNMOOONON', 'quantity': '', 'unit_price': ''}, {'description': 'CRC REIE JEE CCC DORE DEEE EE DES ER ROEOROE DE SOICSOE EE SONO ECIESESE ECS ECC SEE OEEI JOUE RER JE DE DCE JOEL E)OOOQOODNDODBONODOONONON', 'quantity': '', 'unit_price': ''}, {'description': 'DOC OOOOCICOOSE EE ECC OIOESOEEESEOOROOOONOODODOMOOODOANDODONOOONDSOOCSOOEDODODOONENOONOOOSSABODOOODONNAOEOOMONONONO', 'quantity': '', 'unit_price': ''}, {'description': 'DORE OO EE DEEE ES SO SE DE OO SO SE ESC EE', 'quantity': '', 'unit_price': ''}, {'description': '= — - — _ _  ——', 'quantity': '', 'unit_price': ''}, {'description': 'SA DE AM herve de Maté ne RE brel SUR EL Dnde-R DNS AR ES DE net à à A FL AME- DS Pen A RAR AT AGE Fu DHR AR AN VEN LE ARS ARR AAA VASTES DAME PRADA RE one AAA ENS', 'quantity': '', 'unit_price': '08'}, {'description': 'Nombre de ligne:', 'quantity': '', 'unit_price': '11'}, {'description': 'DUO ESS EED © LR EALIELOUN AREAS |', 'quantity': '', 'unit_price': ''}, {'description': 'CODE TVA all TIC', 'quantity': '', 'unit_price': ''}, {'description': '[VA % [', 'quantity': '21,', 'unit_price': '0'}, {'description': 'Totau', 'quantity': '19,13', 'unit_price': '21.70'}, {'description': 'VISA', 'quantity': '1', 'unit_price': '21.70'}, {'description': '| + KIOSK — SUR PLACE #', 'quantity': '', 'unit_price': '4'}, {'description': 'PREPARATION :', 'quantity': '', 'unit_price': '447'}, {'description': 'Merci de votre visite', 'quantity': '', 'unit_price': ''}, {'description': 'nn À', 'quantity': '', 'unit_price': ''}, {'description': 'dep tee ee deteste', 'quantity': '', 'unit_price': ''}, {'description': 'BURGER KING RECRUTE', 'quantity': '', 'unit_price': '111'}, {'description': 'RDV sur jobsautogrillfr', 'quantity': '.', 'unit_price': '.'}, {'description': 'CALE ELLE CALE ASE ETAT LED AD EE LES', 'quantity': '', 'unit_price': ''}, {'description': 'PUS: Opération: VENTE', 'quantity': '', 'unit_price': '93'}, {'description': 'R:KIOSK- E:KIOSK- M:KTOSK- |', 'quantity': '0', 'unit_price': '0'}, {'description': 'TICKET T-', 'quantity': '53', 'unit_price': '110530'}, {'description': '(NF) B ODKk K CONCEPT v', 'quantity': '1', 'unit_price': '1072.19'}, {'description': ""ONRTETNAI Nnmhre nl'imnressinn:"", 'quantity': '', 'unit_price': ''}]",Chocolat chaud; Muffin Chocolat; Whopper,NO
FR_invoice_real_001,tva_percentage,,10,NO
FR_invoice_real_001,tva_amount,,1.97,NO
FR_invoice_real_001,total_amount,,21.70,NO
FR_invoice_real_001,payment_status,PAID,PAID,YES
FR_invoice_real_002,supplier_name,AOYAMA,Aoyama,YES
FR_invoice_real_002,invoice_number,T110438,,NO
FR_invoice_real_002,invoice_date,04/05/2026,04/05/2026,YES
FR_invoice_real_002,siret,44418819700016,44418819700016,YES
FR_invoice_real_002,invoice_content,[],1 Repas complet,NO
FR_invoice_real_002,tva_percentage,,10; 20,NO
FR_invoice_real_002,tva_amount,,3.17,NO
FR_invoice_real_002,total_amount,,31.40,NO
FR_invoice_real_002,payment_status,PAID,PAID,YES
FR_invoice_real_003,supplier_name,CHALONDIS SAS,Station Leclerc Chalondis Sud,YES
FR_invoice_real_003,invoice_date,04/05/2026,04/05/2026,YES
FR_invoice_real_003,siret,51958515700010,,NO
FR_invoice_real_003,invoice_content,[],SP95-E10,NO
FR_invoice_real_003,tva_percentage,20.00,20,NO
FR_invoice_real_003,tva_amount,,3.38,NO
FR_invoice_real_003,total_amount,,20.31,NO
FR_invoice_real_003,payment_status,PAID,PAID,YES
FR_invoice_real_004,supplier_name,o3-0S-24-LAP,La Poste,NO
FR_invoice_real_004,invoice_number,,53412,NO
FR_invoice_real_004,invoice_date,07/05/2026,07/05/2026,YES
FR_invoice_real_004,invoice_content,[],1 LETTRE RECO R1 AR,NO
FR_invoice_real_004,tva_percentage,,0,NO
FR_invoice_real_004,tva_amount,,0.00,NO
FR_invoice_real_004,total_amount,,8.43,NO
FR_invoice_real_004,payment_status,UNKNOWN,PAID,NO
FR_invoice_real_005,supplier_name,91-05-26-L AS,La Smeralda,NO
FR_invoice_real_005,invoice_date,91/05/26,01/05/2026,NO
FR_invoice_real_005,siret,,49114518900516,NO
FR_invoice_real_005,invoice_content,[],Panna Framboise; Margherita; Piece du Boucher; Pinot; Grand Creme,NO
FR_invoice_real_005,tva_percentage,20.00,10; 20,NO
FR_invoice_real_005,tva_amount,,3.41,NO
FR_invoice_real_005,total_amount,,52.00,NO
FR_invoice_real_005,payment_status,UNKNOWN,PAID,NO
FR_invoice_real_006,supplier_name,D1-0$-26 -CAR,Carrefour Chalon Sud,NO
FR_invoice_real_006,invoice_number,100031,,NO
FR_invoice_real_006,invoice_date,01/05/26,01/05/2026,NO
FR_invoice_real_006,siret,,45132135501963,NO
FR_invoice_real_006,invoice_content,[],Gazole+,NO
FR_invoice_real_006,tva_percentage,,20,NO
FR_invoice_real_006,tva_amount,,12.13,NO
FR_invoice_real_006,total_amount,,72.75,NO
FR_invoice_real_006,payment_status,PAID,PAID,YES
FR_invoice_real_007,supplier_name,D'1-0$- 20- PRO,Prolavage Chalon,NO
FR_invoice_real_007,invoice_number,,0038990,NO
FR_invoice_real_007,invoice_date,01/05/76,01/05/2026,NO
